index,name,tendon,limb_group,source_file,side,side_source,crossed_limbs,crossed_joints,bodies,sites,agrees_with_geometry,note,group_key
212,EDCL_l,EDCL_l_tendon,upper,Muscle_Arm_l.xml,L,name,upper,elbow_flexion_l|pro_sup_l|deviation_l|flexion_l|wrist_hand_r1_l|wrist_hand_r3_l,humerus_l|radius_l|proximal_row_l|hand_l,EDCL_l-P1|EDCL_l-P2|EDCL_l-P3|EDCL_l-P4|EDCL_l-P5|EDCL_l-P6|EDCL_l-P7|EDCL_l-P8|EDCL_l-P9|EDCL_l-P10,True,,L/upper
213,EDCR_l,EDCR_l_tendon,upper,Muscle_Arm_l.xml,L,name,upper,elbow_flexion_l|pro_sup_l|deviation_l|flexion_l|wrist_hand_r1_l|wrist_hand_r3_l,humerus_l|radius_l|proximal_row_l|hand_l,EDCR_l-P1|EDCR_l-P2|EDCR_l-P3|EDCR_l-P4|EDCR_l-P5|EDCR_l-P6|EDCR_l-P7|EDCR_l-P8|EDCR_l-P9|EDCR_l-P10,True,,L/upper
214,EDCM_l,EDCM_l_tendon,upper,Muscle_Arm_l.xml,L,name,upper,elbow_flexion_l|pro_sup_l|deviation_l|flexion_l|wrist_hand_r1_l|wrist_hand_r3_l,humerus_l|radius_l|proximal_row_l|hand_l,EDCM_l-P1|EDCM_l-P2|EDCM_l-P3|EDCM_l-P4|EDCM_l-P5|EDCM_l-P6|EDCM_l-P7|EDCM_l-P8|EDCM_l-P9|EDCM_l-P10|EDCM_l-P11,True,,L/upper
215,EDCI_l,EDCI_l_tendon,upper,Muscle_Arm_l.xml,L,name,upper,elbow_flexion_l|pro_sup_l|deviation_l|flexion_l|wrist_hand_r1_l|wrist_hand_r3_l,humerus_l|radius_l|proximal_row_l|hand_l,EDCI_l-P1|EDCI_l-P2|EDCI_l-P3|EDCI_l-P4|EDCI_l-P5|EDCI_l-P6|EDCI_l-P7|EDCI_l-P8|EDCI_l-P9|EDCI_l-P10,True,,L/upper
216,EDM_l,EDM_l_tendon,upper,Muscle_Arm_l.xml,L,name,upper,elbow_flexion_l|pro_sup_l|deviation_l|flexion_l|wrist_hand_r1_l|wrist_hand_r3_l,humerus_l|ulna_l|radius_l|proximal_row_l|hand_l,EDM_l-P1|EDM_l-P2|EDM_l-P3|EDM_l-P4|EDM_l-P5|EDM_l-P6|EDM_l-P7|EDM_l-P8|EDM_l-P9|EDM_l-P10|EDM_l-P11,True,,L/upper
217,EIP_l,EIP_l_tendon,upper,Muscle_Arm_l.xml,L,name,upper,pro_sup_l|deviation_l|flexion_l|wrist_hand_r1_l|wrist_hand_r3_l,ulna_l|radius_l|proximal_row_l|hand_l,EIP_l-P1|EIP_l-P2|EIP_l-P3|EIP_l-P4|EIP_l-P5|EIP_l-P6|EIP_l-P7|EIP_l-P8|EIP_l-P9|EIP_l-P10,True,,L/upper
218,EPL_l,EPL_l_tendon,upper,Muscle_Arm_l.xml,L,name,upper,pro_sup_l|deviation_l|flexion_l|wrist_hand_r1_l|wrist_hand_r3_l,ulna_l|radius_l|hand_l,EPL_l-P1|EPL_l-P2|EPL_l-P3|EPL_l-P4|EPL_l-P5|EPL_l-P6|EPL_l-P7|EPL_l-P8|EPL_l-P9|EPL_l-P10|EPL_l-P11|EPL_l-P12,True,,L/upper
219,EPB_l,EPB_l_tendon,upper,Muscle_Arm_l.xml,L,name,upper,deviation_l|flexion_l|wrist_hand_r1_l|wrist_hand_r3_l,radius_l|hand_l,EPB_l-P1|EPB_l-P2|EPB_l-P3|EPB_l-P4|EPB_l-P5|EPB_l-P6|EPB_l-P7|EPB_l-P8,True,,L/upper
220,FPL_l,FPL_l_tendon,upper,Muscle_Arm_l.xml,L,name,upper,deviation_l|flexion_l|wrist_hand_r1_l|wrist_hand_r3_l,radius_l|proximal_row_l|hand_l,FPL_l-P1|FPL_l-P2|FPL_l-P3|FPL_l-P4|FPL_l-P5|FPL_l-P6|FPL_l-P7|FPL_l-P8|FPL_l-P9|FPL_l-P10|FPL_l-P11,True,,L/upper
221,APL_l,APL_l_tendon,upper,Muscle_Arm_l.xml,L,name,upper,deviation_l|flexion_l|wrist_hand_r1_l|wrist_hand_r3_l,radius_l|hand_l,APL_l-P1|APL_l-P2|APL_l-P3|APL_l-P4|APL_l-P5|APL_l-P6|APL_l-P7|APL_l-P8|APL_l-P9,True,,L/upper
222,rect_abd_r,rect_abd_r_tendon,torso,Muscle_Torso.xml,R,name,torso,L5_S1_FE|L5_S1_LB|L5_S1_AR|T12_L1_FE|T12_L1_LB|T12_L1_AR,pelvis|Abdomen|rib6_R,rect_abd_r-P1|rect_abd_r-P2|rect_abd_r-P3|rect_abd_r-P4,True,,R/torso
223,IL_L1_r,IL_L1_r_tendon,torso,Muscle_Torso.xml,R,name,torso,L5_S1_FE|L5_S1_LB|L5_S1_AR,pelvis|lumbar1,IL_L1_r-P1|IL_L1_r-P2,True,,R/torso
224,IL_L2_r,IL_L2_r_tendon,torso,Muscle_Torso.xml,R,name,torso,L5_S1_FE|L5_S1_LB|L5_S1_AR,pelvis|lumbar2,IL_L2_r-P1|IL_L2_r-P2,True,,R/torso
225,IL_L3_r,IL_L3_r_tendon,torso,Muscle_Torso.xml,R,name,torso,L5_S1_FE|L5_S1_LB|L5_S1_AR,pelvis|lumbar3,IL_L3_r-P1|IL_L3_r-P2,True,,R/torso
226,IL_L4_r,IL_L4_r_tendon,torso,Muscle_Torso.xml,R,name,torso,L5_S1_FE|L5_S1_LB|L5_S1_AR,pelvis|lumbar4,IL_L4_r-P1|IL_L4_r-P2,True,,R/torso
227,IL_R5_r,IL_R5_r_tendon,torso,Muscle_Torso.xml,R,name,torso,L5_S1_FE|L5_S1_LB|L5_S1_AR|T12_L1_FE|T12_L1_LB|T12_L1_AR,pelvis|lumbar2|rib5_R|rib6_R|rib7_R|rib8_R|rib9_R|rib10_R,IL_R5_r-P1|IL_R5_r-P2|IL_R5_r-P3|IL_R5_r-P4|IL_R5_r-P5|IL_R5_r-P6|IL_R5_r-P7|IL_R5_r-P8,True,,R/torso
228,IL_R6_r,IL_R6_r_tendon,torso,Muscle_Torso.xml,R,name,torso,L5_S1_FE|L5_S1_LB|L5_S1_AR|T12_L1_FE|T12_L1_LB|T12_L1_AR,pelvis|lumbar2|rib6_R|rib7_R|rib8_R|rib9_R|rib10_R,IL_R6_r-P1|IL_R6_r-P2|IL_R6_r-P3|IL_R6_r-P4|IL_R6_r-P5|IL_R6_r-P6|IL_R6_r-P7,True,,R/torso
229,IL_R7_r,IL_R7_r_tendon,torso,Muscle_Torso.xml,R,name,torso,L5_S1_FE|L5_S1_LB|L5_S1_AR|T12_L1_FE|T12_L1_LB|T12_L1_AR,pelvis|lumbar2|rib7_R|rib8_R|rib9_R|rib10_R,IL_R7_r-P1|IL_R7_r-P2|IL_R7_r-P3|IL_R7_r-P4|IL_R7_r-P5|IL_R7_r-P6,True,,R/torso
230,IL_R8_r,IL_R8_r_tendon,torso,Muscle_Torso.xml,R,name,torso,L5_S1_FE|L5_S1_LB|L5_S1_AR|T12_L1_FE|T12_L1_LB|T12_L1_AR,pelvis|lumbar2|rib8_R|rib9_R|rib10_R,IL_R8_r-P1|IL_R8_r-P2|IL_R8_r-P3|IL_R8_r-P4|IL_R8_r-P5,True,,R/torso
231,IL_R9_r,IL_R9_r_tendon,torso,Muscle_Torso.xml,R,name,torso,L5_S1_FE|L5_S1_LB|L5_S1_AR|T12_L1_FE|T12_L1_LB|T12_L1_AR,pelvis|lumbar2|rib9_R|rib10_R,IL_R9_r-P1|IL_R9_r-P2|IL_R9_r-P3|IL_R9_r-P4,True,,R/torso
232,IL_R10_r,IL_R10_r_tendon,torso,Muscle_Torso.xml,R,name,torso,L5_S1_FE|L5_S1_LB|L5_S1_AR|T12_L1_FE|T12_L1_LB|T12_L1_AR,pelvis|lumbar2|rib10_R,IL_R10_r-P1|IL_R10_r-P2|IL_R10_r-P3,True,,R/torso
233,IL_R11_r,IL_R11_r_tendon,torso,Muscle_Torso.xml,R,name,torso,L5_S1_FE|L5_S1_LB|L5_S1_AR|T12_L1_FE|T12_L1_LB|T12_L1_AR,pelvis|lumbar2|rib11_R,IL_R11_r-P1|IL_R11_r-P2|IL_R11_r-P3,True,,R/torso
234,IL_R12_r,IL_R12_r_tendon,torso,Muscle_Torso.xml,R,name,torso,L5_S1_FE|L5_S1_LB|L5_S1_AR|T12_L1_FE|T12_L1_LB|T12_L1_AR,pelvis|rib12_R,IL_R12_r-P1|IL_R12_r-P2,True,,R/torso
235,LTpT_T1_r,LTpT_T1_r_tendon,torso,Muscle_Torso.xml,R,name,torso,T12_L1_FE|T12_L1_LB|T12_L1_AR,lumbar1|thoracic12|thoracic11|thoracic10|thoracic9|thoracic8|thoracic7|thoracic6|thoracic5|thoracic1,LTpT_T1_r-P1|LTpT_T1_r-P2|LTpT_T1_r-P3|LTpT_T1_r-P4|LTpT_T1_r-P5|LTpT_T1_r-P6|LTpT_T1_r-P7|LTpT_T1_r-P8|LTpT_T1_r-P9|LTpT_T1_r-P10,True,,R/torso
236,LTpT_T2_r,LTpT_T2_r_tendon,torso,Muscle_Torso.xml,R,name,torso,T12_L1_FE|T12_L1_LB|T12_L1_AR,lumbar2|thoracic12|thoracic11|thoracic10|thoracic9|thoracic8|thoracic7|thoracic6|thoracic5|thoracic4|thoracic2,LTpT_T2_r-P1|LTpT_T2_r-P2|LTpT_T2_r-P3|LTpT_T2_r-P4|LTpT_T2_r-P5|LTpT_T2_r-P6|LTpT_T2_r-P7|LTpT_T2_r-P8|LTpT_T2_r-P9|LTpT_T2_r-P10|LTpT_T2_r-P11,True,,R/torso
237,LTpT_T3_r,LTpT_T3_r_tendon,torso,Muscle_Torso.xml,R,name,torso,T12_L1_FE|T12_L1_LB|T12_L1_AR,lumbar3|lumbar1|thoracic12|thoracic11|thoracic10|thoracic9|thoracic8|thoracic7|thoracic6|thoracic5|thoracic3,LTpT_T3_r-P1|LTpT_T3_r-P2|LTpT_T3_r-P3|LTpT_T3_r-P4|LTpT_T3_r-P5|LTpT_T3_r-P6|LTpT_T3_r-P7|LTpT_T3_r-P8|LTpT_T3_r-P9|LTpT_T3_r-P10|LTpT_T3_r-P11,True,,R/torso
238,LTpT_T4_r,LTpT_T4_r_tendon,torso,Muscle_Torso.xml,R,name,torso,T12_L1_FE|T12_L1_LB|T12_L1_AR,lumbar4|lumbar1|thoracic12|thoracic11|thoracic10|thoracic9|thoracic8|thoracic7|thoracic6|thoracic4,LTpT_T4_r-P1|LTpT_T4_r-P2|LTpT_T4_r-P3|LTpT_T4_r-P4|LTpT_T4_r-P5|LTpT_T4_r-P6|LTpT_T4_r-P7|LTpT_T4_r-P8|LTpT_T4_r-P9|LTpT_T4_r-P10,True,,R/torso
239,LTpT_T5_r,LTpT_T5_r_tendon,torso,Muscle_Torso.xml,R,name,torso,T12_L1_FE|T12_L1_LB|T12_L1_AR,lumbar4|lumbar2|thoracic12|thoracic11|thoracic10|thoracic9|thoracic8|thoracic7|thoracic5,LTpT_T5_r-P1|LTpT_T5_r-P2|LTpT_T5_r-P3|LTpT_T5_r-P4|LTpT_T5_r-P5|LTpT_T5_r-P6|LTpT_T5_r-P7|LTpT_T5_r-P8|LTpT_T5_r-P9,True,,R/torso
240,LTpT_T6_r,LTpT_T6_r_tendon,torso,Muscle_Torso.xml,R,name,torso,T12_L1_FE|T12_L1_LB|T12_L1_AR,lumbar5|lumbar2|thoracic10|thoracic6,LTpT_T6_r-P1|LTpT_T6_r-P2|LTpT_T6_r-P3|LTpT_T6_r-P4,True,,R/torso
241,LTpT_T7_r,LTpT_T7_r_tendon,torso,Muscle_Torso.xml,R,name,torso,L5_S1_FE|L5_S1_LB|L5_S1_AR|T12_L1_FE|T12_L1_LB|T12_L1_AR,sacrum|lumbar2|thoracic10|thoracic7,LTpT_T7_r-P1|LTpT_T7_r-P2|LTpT_T7_r-P3|LTpT_T7_r-P4,True,,R/torso
242,LTpT_T8_r,LTpT_T8_r_tendon,torso,Muscle_Torso.xml,R,name,torso,L5_S1_FE|L5_S1_LB|L5_S1_AR|T12_L1_FE|T12_L1_LB|T12_L1_AR,sacrum|lumbar4|lumbar3|lumbar2|thoracic8,LTpT_T8_r-P1|LTpT_T8_r-P2|LTpT_T8_r-P3|LTpT_T8_r-P4|LTpT_T8_r-P5,True,,R/torso
243,LTpT_T9_r,LTpT_T9_r_tendon,torso,Muscle_Torso.xml,R,name,torso,L5_S1_FE|L5_S1_LB|L5_S1_AR|T12_L1_FE|T12_L1_LB|T12_L1_AR,sacrum|lumbar4|lumbar3|lumbar2|thoracic9,LTpT_T9_r-P1|LTpT_T9_r-P2|LTpT_T9_r-P3|LTpT_T9_r-P4|LTpT_T9_r-P5,True,,R/torso
244,LTpT_T10_r,LTpT_T10_r_tendon,torso,Muscle_Torso.xml,R,name,torso,L5_S1_FE|L5_S1_LB|L5_S1_AR|T12_L1_FE|T12_L1_LB|T12_L1_AR,sacrum|lumbar4|lumbar3|lumbar2|thoracic10,LTpT_T10_r-P1|LTpT_T10_r-P2|LTpT_T10_r-P3|LTpT_T10_r-P4|LTpT_T10_r-P5,True,,R/torso
245,LTpT_T11_r,LTpT_T11_r_tendon,torso,Muscle_Torso.xml,R,name,torso,L5_S1_FE|L5_S1_LB|L5_S1_AR|T12_L1_FE|T12_L1_LB|T12_L1_AR,sacrum|lumbar4|lumbar3|lumbar2|thoracic11,LTpT_T11_r-P1|LTpT_T11_r-P2|LTpT_T11_r-P3|LTpT_T11_r-P4|LTpT_T11_r-P5,True,,R/torso
246,LTpT_T12_r,LTpT_T12_r_tendon,torso,Muscle_Torso.xml,R,name,torso,L5_S1_FE|L5_S1_LB|L5_S1_AR|T12_L1_FE|T12_L1_LB|T12_L1_AR,sacrum|lumbar4|lumbar3|lumbar2|thoracic12,LTpT_T12_r-P1|LTpT_T12_r-P2|LTpT_T12_r-P3|LTpT_T12_r-P4|LTpT_T12_r-P5,True,,R/torso
247,LTpT_R4_r,LTpT_R4_r_tendon,torso,Muscle_Torso.xml,R,name,torso,T12_L1_FE|T12_L1_LB|T12_L1_AR,lumbar4|lumbar2|rib4_R|rib7_R|rib8_R|rib9_R|rib10_R,LTpT_R4_r-P1|LTpT_R4_r-P2|LTpT_R4_r-P3|LTpT_R4_r-P4|LTpT_R4_r-P5|LTpT_R4_r-P6|LTpT_R4_r-P7,True,,R/torso
248,LTpT_R5_r,LTpT_R5_r_tendon,torso,Muscle_Torso.xml,R,name,torso,T12_L1_FE|T12_L1_LB|T12_L1_AR,lumbar4|lumbar2|rib5_R|rib7_R|rib8_R|rib9_R|rib10_R,LTpT_R5_r-P1|LTpT_R5_r-P2|LTpT_R5_r-P3|LTpT_R5_r-P4|LTpT_R5_r-P5|LTpT_R5_r-P6|LTpT_R5_r-P7,True,,R/torso
249,LTpT_R6_r,LTpT_R6_r_tendon,torso,Muscle_Torso.xml,R,name,torso,T12_L1_FE|T12_L1_LB|T12_L1_AR,lumbar5|lumbar3|lumbar2|rib6_R|rib7_R|rib8_R|rib9_R|rib10_R,LTpT_R6_r-P1|LTpT_R6_r-P2|LTpT_R6_r-P3|LTpT_R6_r-P4|LTpT_R6_r-P5|LTpT_R6_r-P6|LTpT_R6_r-P7|LTpT_R6_r-P8,True,,R/torso
250,LTpT_R7_r,LTpT_R7_r_tendon,torso,Muscle_Torso.xml,R,name,torso,L5_S1_FE|L5_S1_LB|L5_S1_AR|T12_L1_FE|T12_L1_LB|T12_L1_AR,sacrum|lumbar4|lumbar3|lumbar2|rib7_R|rib8_R|rib9_R|rib10_R,LTpT_R7_r-P1|LTpT_R7_r-P2|LTpT_R7_r-P3|LTpT_R7_r-P4|LTpT_R7_r-P5|LTpT_R7_r-P6|LTpT_R7_r-P7|LTpT_R7_r-P8,True,,R/torso
251,LTpT_R8_r,LTpT_R8_r_tendon,torso,Muscle_Torso.xml,R,name,torso,L5_S1_FE|L5_S1_LB|L5_S1_AR|T12_L1_FE|T12_L1_LB|T12_L1_AR,sacrum|lumbar4|lumbar3|lumbar2|rib8_R|rib9_R|rib10_R,LTpT_R8_r-P1|LTpT_R8_r-P2|LTpT_R8_r-P3|LTpT_R8_r-P4|LTpT_R8_r-P5|LTpT_R8_r-P6|LTpT_R8_r-P7,True,,R/torso
252,LTpT_R9_r,LTpT_R9_r_tendon,torso,Muscle_Torso.xml,R,name,torso,L5_S1_FE|L5_S1_LB|L5_S1_AR|T12_L1_FE|T12_L1_LB|T12_L1_AR,sacrum|lumbar4|lumbar3|lumbar2|rib9_R|rib10_R,LTpT_R9_r-P1|LTpT_R9_r-P2|LTpT_R9_r-P3|LTpT_R9_r-P4|LTpT_R9_r-P5|LTpT_R9_r-P6,True,,R/torso
253,LTpT_R10_r,LTpT_R10_r_tendon,torso,Muscle_Torso.xml,R,name,torso,L5_S1_FE|L5_S1_LB|L5_S1_AR|T12_L1_FE|T12_L1_LB|T12_L1_AR,sacrum|lumbar4|lumbar3|lumbar2|rib10_R,LTpT_R10_r-P1|LTpT_R10_r-P2|LTpT_R10_r-P3|LTpT_R10_r-P4|LTpT_R10_r-P5,True,,R/torso
254,LTpT_R11_r,LTpT_R11_r_tendon,torso,Muscle_Torso.xml,R,name,torso,L5_S1_FE|L5_S1_LB|L5_S1_AR|T12_L1_FE|T12_L1_LB|T12_L1_AR,sacrum|lumbar4|lumbar3|lumbar2|rib11_R,LTpT_R11_r-P1|LTpT_R11_r-P2|LTpT_R11_r-P3|LTpT_R11_r-P4|LTpT_R11_r-P5,True,,R/torso
255,LTpT_R12_r,LTpT_R12_r_tendon,torso,Muscle_Torso.xml,R,name,torso,L5_S1_FE|L5_S1_LB|L5_S1_AR|T12_L1_FE|T12_L1_LB|T12_L1_AR,sacrum|lumbar4|lumbar3|lumbar2|rib12_R,LTpT_R12_r-P1|LTpT_R12_r-P2|LTpT_R12_r-P3|LTpT_R12_r-P4|LTpT_R12_r-P5,True,,R/torso
256,LTpL_L5_r,LTpL_L5_r_tendon,torso,Muscle_Torso.xml,R,name,torso,L5_S1_FE|L5_S1_LB|L5_S1_AR,sacrum|lumbar5,LTpL_L5_r-P1|LTpL_L5_r-P2,True,,R/torso
257,LTpL_L4_r,LTpL_L4_r_tendon,torso,Muscle_Torso.xml,R,name,torso,L5_S1_FE|L5_S1_LB|L5_S1_AR,pelvis|lumbar4,LTpL_L4_r-P1|LTpL_L4_r-P2,True,,R/torso
258,LTpL_L3_r,LTpL_L3_r_tendon,torso,Muscle_Torso.xml,R,name,torso,L5_S1_FE|L5_S1_LB|L5_S1_AR,pelvis|lumbar3,LTpL_L3_r-P1|LTpL_L3_r-P2,True,,R/torso
259,LTpL_L2_r,LTpL_L2_r_tendon,torso,Muscle_Torso.xml,R,name,torso,L5_S1_FE|L5_S1_LB|L5_S1_AR,pelvis|lumbar2,LTpL_L2_r-P1|LTpL_L2_r-P2,True,,R/torso
260,LTpL_L1_r,LTpL_L1_r_tendon,torso,Muscle_Torso.xml,R,name,torso,L5_S1_FE|L5_S1_LB|L5_S1_AR,pelvis|lumbar1,LTpL_L1_r-P1|LTpL_L1_r-P2,True,,R/torso
261,QL_post_I_1-L3_r,QL_post_I_1-L3_r_tendon,torso,Muscle_Torso.xml,R,name,torso,L5_S1_FE|L5_S1_LB|L5_S1_AR,pelvis|lumbar3,QL_post_I_1-L3_r-P1|QL_post_I_1-L3_r-P2,True,,R/torso
262,QL_post_I_2-L4_r,QL_post_I_2-L4_r_tendon,torso,Muscle_Torso.xml,R,name,torso,L5_S1_FE|L5_S1_LB|L5_S1_AR,pelvis|lumbar4,QL_post_I_2-L4_r-P1|QL_post_I_2-L4_r-P2,True,,R/torso
263,QL_post_I_2-L3_r,QL_post_I_2-L3_r_tendon,torso,Muscle_Torso.xml,R,name,torso,L5_S1_FE|L5_S1_LB|L5_S1_AR,pelvis|lumbar3,QL_post_I_2-L3_r-P1|QL_post_I_2-L3_r-P2,True,,R/torso
264,QL_post_I_2-L2_r,QL_post_I_2-L2_r_tendon,torso,Muscle_Torso.xml,R,name,torso,L5_S1_FE|L5_S1_LB|L5_S1_AR,pelvis|lumbar2,QL_post_I_2-L2_r-P1|QL_post_I_2-L2_r-P2,True,,R/torso
265,QL_post_I_3-L1_r,QL_post_I_3-L1_r_tendon,torso,Muscle_Torso.xml,R,name,torso,L5_S1_FE|L5_S1_LB|L5_S1_AR,pelvis|lumbar1,QL_post_I_3-L1_r-P1|QL_post_I_3-L1_r-P2,True,,R/torso
266,QL_post_I_3-L2_r,QL_post_I_3-L2_r_tendon,torso,Muscle_Torso.xml,R,name,torso,L5_S1_FE|L5_S1_LB|L5_S1_AR,pelvis|lumbar2,QL_post_I_3-L2_r-P1|QL_post_I_3-L2_r-P2,True,,R/torso
267,QL_post_I_3-L3_r,QL_post_I_3-L3_r_tendon,torso,Muscle_Torso.xml,R,name,torso,L5_S1_FE|L5_S1_LB|L5_S1_AR,pelvis|lumbar3,QL_post_I_3-L3_r-P1|QL_post_I_3-L3_r-P2,True,,R/torso
268,QL_mid_L3-12_3_r,QL_mid_L3-12_3_r_tendon,torso,Muscle_Torso.xml,R,name,torso,T12_L1_FE|T12_L1_LB|T12_L1_AR,lumbar3|rib12_R,QL_mid_L3-12_3_r-P1|QL_mid_L3-12_3_r-P2,True,,R/torso
269,QL_mid_L3-12_2_r,QL_mid_L3-12_2_r_tendon,torso,Muscle_Torso.xml,R,name,torso,T12_L1_FE|T12_L1_LB|T12_L1_AR,lumbar3|rib12_R,QL_mid_L3-12_2_r-P1|QL_mid_L3-12_2_r-P2,True,,R/torso
270,QL_mid_L3-12_1_r,QL_mid_L3-12_1_r_tendon,torso,Muscle_Torso.xml,R,name,torso,T12_L1_FE|T12_L1_LB|T12_L1_AR,lumbar3|rib12_R,QL_mid_L3-12_1_r-P1|QL_mid_L3-12_1_r-P2,True,,R/torso
271,QL_mid_L2-12_1_r,QL_mid_L2-12_1_r_tendon,torso,Muscle_Torso.xml,R,name,torso,T12_L1_FE|T12_L1_LB|T12_L1_AR,lumbar2|rib12_R,QL_mid_L2-12_1_r-P1|QL_mid_L2-12_1_r-P2,True,,R/torso
272,QL_mid_L4-12_3_r,QL_mid_L4-12_3_r_tendon,torso,Muscle_Torso.xml,R,name,torso,T12_L1_FE|T12_L1_LB|T12_L1_AR,lumbar4|rib12_R,QL_mid_L4-12_3_r-P1|QL_mid_L4-12_3_r-P2,True,,R/torso
273,QL_ant_I_2-T12_r,QL_ant_I_2-T12_r_tendon,torso,Muscle_Torso.xml,R,name,torso,L5_S1_FE|L5_S1_LB|L5_S1_AR|T12_L1_FE|T12_L1_LB|T12_L1_AR,pelvis|thoracic12,QL_ant_I_2-T12_r-P1|QL_ant_I_2-T12_r-P2,True,,R/torso
274,QL_ant_I_3-T12_r,QL_ant_I_3-T12_r_tendon,torso,Muscle_Torso.xml,R,name,torso,L5_S1_FE|L5_S1_LB|L5_S1_AR|T12_L1_FE|T12_L1_LB|T12_L1_AR,pelvis|thoracic12,QL_ant_I_3-T12_r-P1|QL_ant_I_3-T12_r-P2,True,,R/torso
275,QL_ant_I_2-12_1_r,QL_ant_I_2-12_1_r_tendon,torso,Muscle_Torso.xml,R,name,torso,L5_S1_FE|L5_S1_LB|L5_S1_AR|T12_L1_FE|T12_L1_LB|T12_L1_AR,pelvis|rib12_R,QL_ant_I_2-12_1_r-P1|QL_ant_I_2-12_1_r-P2,True,,R/torso
276,QL_ant_I_3-12_1_r,QL_ant_I_3-12_1_r_tendon,torso,Muscle_Torso.xml,R,name,torso,L5_S1_FE|L5_S1_LB|L5_S1_AR|T12_L1_FE|T12_L1_LB|T12_L1_AR,pelvis|rib12_R,QL_ant_I_3-12_1_r-P1|QL_ant_I_3-12_1_r-P2,True,,R/torso
277,QL_ant_I_3-12_2_r,QL_ant_I_3-12_2_r_tendon,torso,Muscle_Torso.xml,R,name,torso,L5_S1_FE|L5_S1_LB|L5_S1_AR|T12_L1_FE|T12_L1_LB|T12_L1_AR,pelvis|rib12_R,QL_ant_I_3-12_2_r-P1|QL_ant_I_3-12_2_r-P2,True,,R/torso
278,QL_ant_I_3-12_3_r,QL_ant_I_3-12_3_r_tendon,torso,Muscle_Torso.xml,R,name,torso,L5_S1_FE|L5_S1_LB|L5_S1_AR|T12_L1_FE|T12_L1_LB|T12_L1_AR,pelvis|rib12_R,QL_ant_I_3-12_3_r-P1|QL_ant_I_3-12_3_r-P2,True,,R/torso
279,MF_m1s_r,MF_m1s_r_tendon,torso,Muscle_Torso.xml,R,name,,,lumbar4|lumbar1,MF_m1s_r-P1|MF_m1s_r-P2,True,未跨越可动关节（该体段在此模型中为刚性连接）,R/torso
280,MF_m1t_1_r,MF_m1t_1_r_tendon,torso,Muscle_Torso.xml,R,name,,,lumbar5|lumbar1,MF_m1t_1_r-P1|MF_m1t_1_r-P2,True,未跨越可动关节（该体段在此模型中为刚性连接）,R/torso
281,MF_m1t_2_r,MF_m1t_2_r_tendon,torso,Muscle_Torso.xml,R,name,torso,L5_S1_FE|L5_S1_LB|L5_S1_AR,sacrum|lumbar1,MF_m1t_2_r-P1|MF_m1t_2_r-P2,True,,R/torso
282,MF_m1t_3_r,MF_m1t_3_r_tendon,torso,Muscle_Torso.xml,R,name,torso,L5_S1_FE|L5_S1_LB|L5_S1_AR,pelvis|lumbar1,MF_m1t_3_r-P1|MF_m1t_3_r-P2,True,,R/torso
283,MF_m2s_r,MF_m2s_r_tendon,torso,Muscle_Torso.xml,R,name,,,lumbar5|lumbar2,MF_m2s_r-P1|MF_m2s_r-P2,True,未跨越可动关节（该体段在此模型中为刚性连接）,R/torso
284,MF_m2t_1_r,MF_m2t_1_r_tendon,torso,Muscle_Torso.xml,R,name,torso,L5_S1_FE|L5_S1_LB|L5_S1_AR,sacrum|lumbar2,MF_m2t_1_r-P1|MF_m2t_1_r-P2,True,,R/torso
285,MF_m2t_2_r,MF_m2t_2_r_tendon,torso,Muscle_Torso.xml,R,name,torso,L5_S1_FE|L5_S1_LB|L5_S1_AR,pelvis|lumbar2,MF_m2t_2_r-P1|MF_m2t_2_r-P2,True,,R/torso
286,MF_m2t_3_r,MF_m2t_3_r_tendon,torso,Muscle_Torso.xml,R,name,torso,L5_S1_FE|L5_S1_LB|L5_S1_AR,pelvis|lumbar2,MF_m2t_3_r-P1|MF_m2t_3_r-P2,True,,R/torso
287,MF_m3s_r,MF_m3s_r_tendon,torso,Muscle_Torso.xml,R,name,torso,L5_S1_FE|L5_S1_LB|L5_S1_AR,sacrum|lumbar3,MF_m3s_r-P1|MF_m3s_r-P2,True,,R/torso
288,MF_m3t_1_r,MF_m3t_1_r_tendon,torso,Muscle_Torso.xml,R,name,torso,L5_S1_FE|L5_S1_LB|L5_S1_AR,pelvis|lumbar3,MF_m3t_1_r-P1|MF_m3t_1_r-P2,True,,R/torso
289,MF_m3t_2_r,MF_m3t_2_r_tendon,torso,Muscle_Torso.xml,R,name,torso,L5_S1_FE|L5_S1_LB|L5_S1_AR,pelvis|lumbar3,MF_m3t_2_r-P1|MF_m3t_2_r-P2,True,,R/torso
290,MF_m3t_3_r,MF_m3t_3_r_tendon,torso,Muscle_Torso.xml,R,name,torso,L5_S1_FE|L5_S1_LB|L5_S1_AR,pelvis|lumbar3,MF_m3t_3_r-P1|MF_m3t_3_r-P2,True,,R/torso
291,MF_m4s_r,MF_m4s_r_tendon,torso,Muscle_Torso.xml,R,name,torso,L5_S1_FE|L5_S1_LB|L5_S1_AR,sacrum|lumbar4,MF_m4s_r-P1|MF_m4s_r-P2,True,,R/torso
